product_key,SKU_number,product_description,package_type,package_size,size,color,brand,category,subcategory,department,manufacturer,weight,unit_of_measure,unit_price_base
1200,TF001199,Science choice difference money result.,Crate,X-Large,S,Orange,Fisher-Price,Toys,Board Games,Toys,Fisher-Price,1266,g,687.14
1201,EA001200,Agency particularly why hospital method budget. Possible task suddenly realize issue difficult.,Pallet,Small,N/A,Orchid,Apple,Electronics,Smartphones,Electronics,Apple,3262,g,976.83
1202,SP001201,Moment trip edge analysis far. Leg yeah skin story. All join alone medical good still after have.,Box,Medium,XL,MediumSlateBlue,Puma,Sports,Outdoor Gear,Sports,Puma,7379,g,566.26
1203,SN001202,All so true industry choice network. Behind view laugh high say shake myself end.,Pallet,X-Large,L,LightGray,Nike,Sports,Outdoor Gear,Sports,Nike,2674,g,999.2
1204,TL001203,According through weight say. Bed down laugh concern however which world fill.,Bag,Large,M,SpringGreen,Lego,Toys,Board Games,Toys,Lego,2794,g,952.74
1205,HI001204,Method teacher major service probably involve choice western.,Bag,Small,S,HoneyDew,IKEA,Home & Garden,Kitchen,Home & Garden,IKEA,18853,g,451.03
1206,CU001205,Education enough miss. Industry far possible it somebody instead.,Envelope,Large,M,Bisque,Uniqlo,Clothing,Accessories,Clothing,Uniqlo,228,g,855.18
1207,BL001206,"Mouth hair just article ok among.
Even pull start good. Result win bring fine month.",Bag,Large,S,DeepSkyBlue,L'Oreal,Beauty,Hair Care,Beauty,L'Oreal,441,g,788.66
1208,FG001207,"Peace should arm mother.
Ground oil section company seven attention.",Pallet,Small,M,Snow,General Mills,Food,Specialty,Food,General Mills,560,g,991.41
1209,FK001208,Big record past significant. Federal decision hand discussion to.,Pallet,Large,XS,BlanchedAlmond,Kraft,Food,Pantry,Food,Kraft,890,g,553.51
1210,BM001209,Tv be interesting ok. Road result goal final cultural name.,Box,Large,XS,Indigo,MAC,Beauty,Hair Care,Beauty,MAC,152,g,567.75
1211,CZ001210,Financial worker citizen blood from those. Minute especially spring. Democratic check station pick.,Pallet,Medium,N/A,Chocolate,Zara,Clothing,Pants,Clothing,Zara,710,g,195.24
1212,SU001211,Exist form kid approach. Federal hear various sort write. Simply guy keep success impact.,Bag,Large,XS,Thistle,Under Armour,Sports,Sports Wear,Sports,Under Armour,4852,g,483.06
1213,BR001212,Member of newspaper whom smile. Animal tell east sea require return.,Envelope,Small,N/A,Magenta,Random House,Books,Comics,Books,Random House,300,g,287.93
1214,HH001213,Finish benefit interesting technology. End later young woman history.,Crate,Large,M,Aquamarine,HomeDepot,Home & Garden,Decor,Home & Garden,HomeDepot,3310,g,650.89
1215,CZ001214,Rise least store mean shoulder official. Senior political ask city natural.,Pallet,Medium,L,Chocolate,Zara,Clothing,Shirts,Clothing,Zara,897,g,242.87
1216,CU001215,Describe political from firm well suddenly develop. Message beat author.,Bag,X-Large,L,PapayaWhip,Uniqlo,Clothing,Accessories,Clothing,Uniqlo,471,g,456.68
1217,SN001216,History yourself common decade tell more move. Threat continue answer form.,Pallet,Medium,M,RosyBrown,Nike,Sports,Team Sports,Sports,Nike,8498,g,243.03
1218,FN001217,Four apply green protect rate middle. Quite image feeling local face glass. Town article with.,Bag,Medium,L,OldLace,Nestle,Food,Specialty,Food,Nestle,669,g,901.03
1219,SA001218,Last by bed because. Rich adult national impact space actually if.,Pallet,X-Large,M,LightCoral,Adidas,Sports,Outdoor Gear,Sports,Adidas,4793,g,459.49
1220,EL001219,Indeed fund discover book. Effort commercial not reflect because turn building phone.,Box,X-Large,XS,Tan,LG,Electronics,Audio,Electronics,LG,1970,g,674.04
1221,EL001220,Student pretty need woman course event politics. Make rate provide decision ground.,Box,Large,S,LavenderBlush,LG,Electronics,Audio,Electronics,LG,3281,g,746.56
1222,CA001221,Writer film use seem every no. A special partner many cause.,Pallet,Medium,N/A,DarkGreen,Adidas,Clothing,Outerwear,Clothing,Adidas,893,g,578.73
1223,BE001222,Your bring coach include painting pretty heavy. Form next act for best.,Bag,Small,XS,LightSlateGray,Estee Lauder,Beauty,Hair Care,Beauty,Estee Lauder,255,g,453.74
1224,HH001223,Almost style gun blood year. Away strategy positive. Those up avoid.,Box,Medium,XL,SteelBlue,HomeDepot,Home & Garden,Decor,Home & Garden,HomeDepot,16722,g,640.36
1225,HI001224,After site himself reality whole feeling. Lose foot after almost audience write.,Box,Small,XS,PaleVioletRed,IKEA,Home & Garden,Furniture,Home & Garden,IKEA,3455,g,562.3
1226,EA001225,What thus TV lot drug case. Seven dark growth work according.,Pallet,Medium,N/A,Indigo,Apple,Electronics,Gaming,Electronics,Apple,3756,g,815.43
1227,HI001226,Impact bag protect cold tree area well.,Envelope,Medium,L,LightSkyBlue,IKEA,Home & Garden,Garden Tools,Home & Garden,IKEA,12927,g,466.72
1228,TH001227,The reality on.,Pallet,X-Large,S,Lavender,Hasbro,Toys,Outdoor Toys,Toys,Hasbro,2425,g,785.84
1229,TF001228,Federal usually road. Method anything after.,Box,X-Large,S,Snow,Fisher-Price,Toys,Outdoor Toys,Toys,Fisher-Price,2966,g,294.22
1230,SN001229,Big director note movie improve miss.,Box,X-Large,L,SteelBlue,Nike,Sports,Team Sports,Sports,Nike,4875,g,199.84
1231,BL001230,Executive nor write ability Republican win authority. See Democrat yes buy. Fill lot new consumer.,Pallet,Small,L,DarkViolet,L'Oreal,Beauty,Fragrance,Beauty,L'Oreal,493,g,979.84
1232,HH001231,Run order anyone born foot decade. Course great street kid.,Envelope,Medium,N/A,OldLace,HomeDepot,Home & Garden,Furniture,Home & Garden,HomeDepot,6517,g,552.17
1233,HI001232,Beyond deep prevent personal. Course foreign bed term still everybody leader.,Bag,Small,XL,CornflowerBlue,IKEA,Home & Garden,Kitchen,Home & Garden,IKEA,9197,g,643.3
1234,CU001233,Us raise safe. Expect respond appear read bad they and sea.,Envelope,Small,N/A,Pink,Uniqlo,Clothing,Accessories,Clothing,Uniqlo,648,g,366.32
1235,HI001234,"Stay fact believe hot form.
Manager court when but nice commercial shoulder.",Pallet,Small,XL,MediumPurple,IKEA,Home & Garden,Kitchen,Home & Garden,IKEA,4351,g,819.89
1236,FK001235,Record wind government coach. Those industry management team seem our. Near cultural author growth.,Crate,Medium,XL,DimGray,Kraft,Food,Pantry,Food,Kraft,1116,g,747.87
1237,SN001236,Plant store morning science.,Envelope,Medium,M,Maroon,Nike,Sports,Sports Wear,Sports,Nike,311,g,315.86
1238,SU001237,Past return pressure dinner. Money response type yourself may letter.,Crate,Large,XL,CadetBlue,Under Armour,Sports,Sports Wear,Sports,Under Armour,4507,g,475.09
1239,SP001238,Certainly military recent sing.,Pallet,Small,S,Violet,Puma,Sports,Sports Wear,Sports,Puma,1670,g,195.89
1240,BH001239,Chair pressure vote. Pick election fill.,Crate,Medium,S,Cyan,HarperCollins,Books,Non-Fiction,Books,HarperCollins,790,g,606.14
1241,CZ001240,Car country defense pay. School between onto actually goal decide standard. War husband animal.,Pallet,Medium,L,PapayaWhip,Zara,Clothing,Outerwear,Clothing,Zara,741,g,992.47
1242,BC001241,Wrong finish picture ago safe process.,Box,Small,M,BlanchedAlmond,Clinique,Beauty,Hair Care,Beauty,Clinique,406,g,769.77
1243,FK001242,Education follow lead century war. Between score become indicate lay.,Bag,X-Large,XS,Aqua,Kellogg's,Food,Beverages,Food,Kellogg's,718,g,794.13
1244,HH001243,However agree situation back himself yeah wish. Base doctor nearly security pressure tend surface.,Crate,X-Large,XS,Salmon,HomeDepot,Home & Garden,Bedding,Home & Garden,HomeDepot,4580,g,838.88
1245,HW001244,"Heart me letter before add grow hope.
Customer beat may early. Only him stuff protect.",Box,Small,XS,LightSalmon,Wayfair,Home & Garden,Kitchen,Home & Garden,Wayfair,7441,g,111.13
1246,SN001245,Hit painting recognize road tend talk. Member include improve machine figure.,Envelope,Medium,S,MediumPurple,Nike,Sports,Exercise Equipment,Sports,Nike,7697,g,850.45
1247,CA001246,Shoulder southern over parent prevent phone. Make even career serious investment mean.,Bag,Medium,XL,SeaShell,Adidas,Clothing,Shirts,Clothing,Adidas,404,g,475.81
1248,EA001247,Ten ten minute section up accept. Have relate them.,Crate,Large,XL,Snow,Apple,Electronics,Laptops,Electronics,Apple,4947,g,315.81
1249,BM001248,Claim war serve hope. Everybody series record plan though hit. Most budget parent during.,Crate,X-Large,XS,Sienna,MAC,Beauty,Skincare,Beauty,MAC,449,g,587.14
1250,BC001249,Above pay debate open owner discussion charge. Necessary smile thought school form.,Bag,X-Large,N/A,Snow,Clinique,Beauty,Hair Care,Beauty,Clinique,165,g,738.91
1251,BH001250,Determine fly not eat century soldier. Poor throughout movie she outside wide.,Crate,Medium,S,Green,HarperCollins,Books,Children,Books,HarperCollins,297,g,180.71
1252,FN001251,Radio support painting condition continue modern prove expect.,Envelope,Large,L,Bisque,Nestle,Food,Snacks,Food,Nestle,1986,g,882.52
1253,SP001252,Stage doctor guy at protect body. My son available.,Bag,X-Large,XS,MediumAquaMarine,Puma,Sports,Exercise Equipment,Sports,Puma,570,g,155.29
1254,ES001253,Will challenge help painting step simple. Notice spend have.,Bag,Large,N/A,Lime,Sony,Electronics,Smartphones,Electronics,Sony,1453,g,90.93
1255,SA001254,Couple feel address. Work you talk break simply.,Crate,X-Large,M,Magenta,Adidas,Sports,Sports Wear,Sports,Adidas,3697,g,863.48
1256,BM001255,Conference six friend great per mission. Whose station process. Network necessary eight.,Envelope,Small,N/A,MediumOrchid,MAC,Beauty,Makeup,Beauty,MAC,66,g,921.9
1257,HH001256,Kitchen specific grow four assume military. Since participant people over alone stop.,Pallet,Medium,XL,LavenderBlush,HomeDepot,Home & Garden,Furniture,Home & Garden,HomeDepot,766,g,672.17
1258,FK001257,Choice ask I serious guy instead.,Envelope,Large,XL,WhiteSmoke,Kellogg's,Food,Specialty,Food,Kellogg's,211,g,170.77
1259,BC001258,Star attention world son also hope side. Practice themselves write question.,Envelope,Medium,XS,SaddleBrown,Clinique,Beauty,Skincare,Beauty,Clinique,348,g,757.76
1260,ED001259,Heart head especially professor watch. Long total instead source. Light challenge song.,Crate,Small,L,SeaShell,Dell,Electronics,Accessories,Electronics,Dell,1502,g,255.43
1261,HW001260,Seven shoulder war other oil. Level guy focus second source population help.,Envelope,Small,M,Azure,Wayfair,Home & Garden,Garden Tools,Home & Garden,Wayfair,5755,g,119.02
1262,CH001261,Your Mr few. Trip plan call. Media arm popular edge team perform.,Box,Medium,L,DarkOrchid,H&M,Clothing,Dresses,Clothing,H&M,603,g,750.65
1263,EL001262,Property yes position no training foreign. Policy realize kid author peace. So career skin quickly.,Box,Large,N/A,LightSeaGreen,LG,Electronics,Gaming,Electronics,LG,3144,g,863.25
1264,ES001263,See attorney imagine personal. Shake buy firm article. Pick single gun himself.,Pallet,Large,XL,Crimson,Samsung,Electronics,Smartphones,Electronics,Samsung,417,g,612.88
1265,CN001264,Major tend anything pass sister sing magazine. Need win prevent.,Envelope,X-Large,L,Chocolate,Nike,Clothing,Accessories,Clothing,Nike,408,g,495.46
1266,BC001265,Else him them history sister goal need. Region news newspaper others pull impact. Believe book her.,Bag,X-Large,M,LightYellow,Clinique,Beauty,Skincare,Beauty,Clinique,52,g,433.13
1267,FN001266,Mr meeting language sister. Picture occur friend stage. Use difference south.,Bag,X-Large,S,Salmon,Nestle,Food,Snacks,Food,Nestle,624,g,21.87
1268,CA001267,Describe coach turn. Be watch help sound still. Phone his bring girl this.,Crate,Medium,M,MediumSeaGreen,Adidas,Clothing,Dresses,Clothing,Adidas,326,g,595.45
1269,FK001268,Direction cup should fear condition international.,Box,X-Large,L,LightSeaGreen,Kraft,Food,Specialty,Food,Kraft,234,g,193.44
1270,HI001269,Bill report street beat think. Agreement number society least memory.,Box,Small,N/A,WhiteSmoke,IKEA,Home & Garden,Furniture,Home & Garden,IKEA,969,g,555.06
1271,TH001270,Buy heart red say. Avoid job news wonder a course free. Sure mission network couple.,Bag,Large,XL,DeepPink,Hasbro,Toys,Outdoor Toys,Toys,Hasbro,874,g,401.64
1272,TM001271,Join they treatment. Test threat TV should cost always trouble.,Box,Large,N/A,MediumBlue,Mattel,Toys,Outdoor Toys,Toys,Mattel,1532,g,619.36
1273,SN001272,According value customer main effect beyond. Term loss recognize loss.,Bag,Small,M,LightBlue,Nike,Sports,Outdoor Gear,Sports,Nike,8978,g,647.86
1274,BM001273,Member owner air sport share standard then. From husband news buy so.,Pallet,X-Large,L,CadetBlue,MAC,Beauty,Fragrance,Beauty,MAC,103,g,903.41
1275,FG001274,Suddenly hand two next note participant degree. Necessary rich marriage forget ever enter.,Envelope,X-Large,S,MediumSeaGreen,General Mills,Food,Snacks,Food,General Mills,630,g,406.74
1276,BH001275,Usually smile wait source. Nearly management send produce. Work speech benefit prevent yet.,Bag,Large,N/A,PaleVioletRed,HarperCollins,Books,Educational,Books,HarperCollins,1660,g,744.24
1277,EL001276,Media theory ask make. Environmental together project gun offer prevent. Fly sound all.,Box,Small,L,LightCoral,LG,Electronics,Gaming,Electronics,LG,895,g,258.62
1278,HW001277,Wait court consider. Couple recently each real.,Pallet,Small,N/A,AliceBlue,Wayfair,Home & Garden,Decor,Home & Garden,Wayfair,7512,g,380.54
1279,SN001278,Rate million edge if resource beat.,Pallet,X-Large,M,PaleTurquoise,Nike,Sports,Exercise Equipment,Sports,Nike,4236,g,714.59
1280,HW001279,Word plant bar certain design event. Peace conference economy article.,Box,X-Large,XL,Snow,Wayfair,Home & Garden,Furniture,Home & Garden,Wayfair,5862,g,317.13
1281,BM001280,Community prepare guess surface bed boy camera. New purpose computer pressure which.,Pallet,Medium,N/A,Black,MAC,Beauty,Skincare,Beauty,MAC,339,g,353.32
1282,HI001281,Teacher get peace long particularly foreign. Music or door both.,Bag,Small,XL,SlateBlue,IKEA,Home & Garden,Garden Tools,Home & Garden,IKEA,19004,g,120.13
1283,SA001282,Without eight trial. Street past meet for. Region never recent.,Crate,Small,M,PeachPuff,Adidas,Sports,Sports Wear,Sports,Adidas,9950,g,988.26
1284,CH001283,Energy TV yeah wish. Group Republican measure draw fear ahead.,Box,Medium,M,LightGoldenRodYellow,H&M,Clothing,Outerwear,Clothing,H&M,616,g,951.05
1285,CN001284,Research one consider together son social mission. Trial behavior middle east community.,Box,X-Large,S,PeachPuff,Nike,Clothing,Pants,Clothing,Nike,533,g,474.87
1286,FG001285,Beautiful rest camera we address admit. List fish race same policy move heavy.,Envelope,X-Large,N/A,PaleGoldenRod,General Mills,Food,Pantry,Food,General Mills,138,g,391.46
1287,HI001286,Family country trip play. Establish sound president just environment they animal herself.,Box,Large,S,PeachPuff,IKEA,Home & Garden,Bedding,Home & Garden,IKEA,2232,g,938.93
1288,BE001287,Bad people year player. Time again large throw discuss citizen admit.,Bag,Medium,XL,Yellow,Estee Lauder,Beauty,Hair Care,Beauty,Estee Lauder,418,g,802.57
1289,TH001288,"Though agency several prevent. Similar action even usually that.
Team authority win chance do.",Bag,Medium,L,Peru,Hasbro,Toys,Action Figures,Toys,Hasbro,776,g,993.76
1290,EA001289,Ago scientist push dog condition either easy. Media all education whole enter couple necessary.,Envelope,Large,N/A,Violet,Apple,Electronics,Smartphones,Electronics,Apple,4556,g,671.48
1291,BH001290,Add miss tree. Black present turn begin page them both.,Box,Medium,M,LightGray,HarperCollins,Books,Comics,Books,HarperCollins,201,g,863.74
1292,ES001291,Mind west yes daughter. Near crime sound idea.,Box,Small,N/A,Plum,Samsung,Electronics,Smartphones,Electronics,Samsung,3517,g,353.8
1293,CU001292,Race series reveal car. Enter become stay assume push peace.,Box,Large,XL,Plum,Uniqlo,Clothing,Shoes,Clothing,Uniqlo,757,g,950.97
1294,HH001293,Affect size reach executive rise. Itself respond official reflect forget option.,Box,Medium,XL,SlateBlue,HomeDepot,Home & Garden,Furniture,Home & Garden,HomeDepot,19040,g,458.43
1295,HH001294,Too single eye white face trade beyond these. Part southern memory test.,Box,X-Large,M,AntiqueWhite,HomeDepot,Home & Garden,Garden Tools,Home & Garden,HomeDepot,15265,g,905.58
1296,TL001295,Father staff out without they surface. Himself owner mission since use.,Pallet,Medium,M,Brown,Lego,Toys,Board Games,Toys,Lego,1502,g,810.45
1297,HA001296,Final enjoy region security top subject size. Body officer laugh in all major shoulder represent.,Envelope,Large,N/A,Blue,Ashley,Home & Garden,Decor,Home & Garden,Ashley,19706,g,531.07
1298,FN001297,"Economy lead wind trouble.
Church successful before. Laugh article later voice page.",Envelope,Small,N/A,OrangeRed,Nestle,Food,Specialty,Food,Nestle,1242,g,378.21
1299,BR001298,Charge similar by rest popular. Rise foot environment price history be face sure.,Crate,Medium,S,DarkKhaki,Random House,Books,Educational,Books,Random House,1636,g,189.77
1300,TL001299,Go couple after war. Its little million trip attention true able.,Envelope,Large,XS,DarkCyan,Lego,Toys,Outdoor Toys,Toys,Lego,887,g,108.91
